[('Iran', 0.7293535470962524), ('Tehran', 0.6154943704605103), ('Iranian', 0.6114965081214905)] Armenian_dram
[('Euro', 0.7716600298881531), ('Euro####', 0.5889352560043335), ('Germany', 0.5866193771362305)] Euro
[('Saudi_riyal', 0.7376695871353149), ('Saudi_Arabia', 0.6279392242431641), ('Saudi', 0.5702437162399292)] Saudi_riyal
[('Euro', 0.7716600298881531), ('Euro####', 0.5889352560043335), ('Germany', 0.5866193771362305)] Euro
[('Somali_shilling', 0.6598477959632874), ('Ethiopia', 0.5142325758934021), ('Somalia', 0.4994323253631592)] Somali_shilling
[('Euro', 0.7716600298881531), ('Euro####', 0.5889352560043335), ('Germany', 0.5866193771362305)] Euro
[('Swedish_krona', 0.8082682490348816), ('Sweden', 0.6153244972229004), ('Finland', 0.5484344959259033)] Swedish_krona
[('Swiss_franc', 0.8452162742614746), ('Swiss_Franc', 0.6039087772369385), ('franc', 0.579395055770874)] Swiss_franc
[('Uzbekistan', 0.43892526626586914), ('Tajikistan', 0.4141002893447876), ('Nukus', 0.41116079688072205)] Somoni
[('Kenya', 0.5309693813323975), ('Uganda', 0.5212523937225342), ('Tanzania', 0.5133547186851501)] Tanzanian_shilling
[('CFA_franc', 0.7851167321205139), ('Senegal', 0.5434897541999817), ('Gabon', 0.530515730381012)] CFA_franc
[('Turkish_lira', 0.8096644282341003), ('Turkey', 0.6382333040237427), ('lira', 0.6333287954330444)] Turkish_lira
[('Ukraine', 0.5161648988723755), ('Russia', 0.4689008593559265), ('Latvia', 0.4597337245941162)] Ukrainian_hryvnia
[('Britain', 0.3762105107307434), ('Yemen', 0.37486857175827026), ('United_States', 0.3655814528465271)] Yemeni_rial
[('Zambia', 0.5991604924201965), ('Tanzania', 0.5409082174301147), ('Kenya', 0.5314406752586365)] Zambian_kwacha
[('Armenia', 0.44315770268440247), ('Azerbaijan', 0.4166577458381653), ('Cyprus', 0.38203904032707214)] Armenian_dram
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Cyprus', 0.4266449809074402), ('Germany', 0.40676048398017883), ('Oman', 0.4056705832481384)] Bulgarian_lev
[('Chilean_peso', 0.8764840364456177), ('Colombian_peso', 0.600756049156189), ('Chile_peso', 0.5998198390007019)] Chilean_peso
[('Renminbi', 0.8946419954299927), ('Renminbi_RMB', 0.6178669333457947), ('renminbi', 0.6071180105209351)] Renminbi
[('Colombian_peso', 0.857954740524292), ('Chile_peso', 0.59809809923172), ('Chilean_peso', 0.5893417000770569)] Colombian_peso
[('Czech_koruna', 0.8254934549331665), ('Polish_zloty', 0.5411741137504578), ('EUR_CZK', 0.5199546217918396)] Czech_koruna
[('Ethiopia', 0.4647321105003357), ('Yemen', 0.4252842664718628), ('sprawling_Abu_Shouk', 0.41584768891334534)] Ethiopian_birr
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Hungarian_forint', 0.8624842762947083), ('Polish_zloty', 0.5775732398033142), ('Romanian_leu', 0.5682135224342346)] Hungarian_forint
[('Lao_kip', 0.5258554220199585), ('Laos', 0.41174834966659546), ('Lao', 0.3902485966682434)] Lao_kip
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Libyan_dinar', 0.6852900385856628), ('Yemen', 0.4498354196548462), ('sprawling_Abu_Shouk', 0.44017788767814636)] Libyan_dinar
[('Malaysian_ringgit', 0.8412195444107056), ('ringgit', 0.63031405210495), ('Malaysia', 0.590020477771759)] Malaysian_ringgit
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Nigerian_naira', 0.6716484427452087), ('Nigeria', 0.5575968027114868), ('Uganda', 0.489681214094162)] Nigerian_naira
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Qatari_riyal', 0.6007561683654785), ('Oman', 0.5905039310455322), ('UAE', 0.576727032661438)] Qatari_riyal
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Saudi_riyal', 0.7827367782592773), ('Saudi_Arabia', 0.575884222984314), ('riyal', 0.5649184584617615)] Saudi_riyal
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Somali_shilling', 0.7158175110816956), ('Somalia', 0.48207753896713257), ('Ethiopia', 0.4766096770763397)] Somali_shilling
[('Euro', 0.7453130483627319), ('Germany', 0.7054846286773682), ('Croatia', 0.6849626898765564)] Euro
[('Swedish_krona', 0.8301171064376831), ('Sweden', 0.5499544143676758), ('krone', 0.5270973443984985)] Swedish_krona
[('Swiss_franc', 0.862154483795166), ('Swiss_Franc', 0.600337028503418), ('franc', 0.595754086971283)] Swiss_franc
[('Somoni', 0.4985882639884949), ('Tajikistan', 0.45555663108825684), ('Nukus', 0.44066229462623596)] Somoni
[('Tanzania', 0.49932074546813965), ('Kenya', 0.46475115418434143), ('Uganda', 0.4449903964996338)] Tanzanian_shilling
[('CFA_franc', 0.8116073608398438), ('Senegal', 0.4979720115661621), ('Mauritania', 0.4866252541542053)] CFA_franc
[('Turkish_lira', 0.8335785269737244), ('lira', 0.639964759349823), ('Turkey', 0.5814872980117798)] Turkish_lira
[('Tajikistan', 0.4190198481082916), ('Azerbaijan', 0.4167214632034302), ('Indonesia', 0.4070581793785095)] Ukrainian_hryvnia
[('Yemen', 0.411274790763855), ('Saudi_Arabia', 0.36733561754226685), ('Indonesia', 0.3666691184043884)] Yemeni_rial
[('Zambian_kwacha', 0.5738644599914551), ('Tanzania', 0.5216554403305054), ('Zambia', 0.5211968421936035)] Zambian_kwacha
[('Armenia', 0.5154045820236206), ('Ukraine', 0.4709630012512207), ('Azerbaijan', 0.47062548995018005)] Armenian_dram
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Germany', 0.4830601215362549), ('Iceland', 0.4825359582901001), ('Hungary', 0.4696546792984009)] Bulgarian_lev
[('Chilean_peso', 0.8788117170333862), ('Chile_peso', 0.6041727066040039), ('Colombian_peso', 0.601085901260376)] Chilean_peso
[('Renminbi', 0.8950114846229553), ('renminbi', 0.6098828315734863), ('Renminbi_RMB', 0.6050975322723389)] Renminbi
[('Colombian_peso', 0.8600494265556335), ('Chile_peso', 0.5970447063446045), ('peso', 0.588607668876648)] Colombian_peso
[('Czech_koruna', 0.8261948823928833), ('Polish_zloty', 0.531639575958252), ('EUR_CZK', 0.5229660868644714)] Czech_koruna
[('Ethiopia', 0.5223716497421265), ('Eritrea', 0.4590109586715698), ('Yemen', 0.4413105249404907)] Ethiopian_birr
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Hungarian_forint', 0.8645622134208679), ('Polish_zloty', 0.572223961353302), ('forint', 0.5699798464775085)] Hungarian_forint
[('Lao_kip', 0.46649646759033203), ('Philippines', 0.4296793043613434), ('Laos', 0.4259159564971924)] Lao_kip
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Libyan_dinar', 0.6697943210601807), ('Yemen', 0.4834216237068176), ('tents_blankets_tarpaulins', 0.4493158459663391)] Libyan_dinar
[('Malaysian_ringgit', 0.8398028612136841), ('ringgit', 0.6361830234527588), ('Malaysia', 0.6261463165283203)] Malaysian_ringgit
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Nigerian_naira', 0.6647665500640869), ('Nigeria', 0.6330689787864685), ('Uganda', 0.5484951138496399)] Nigerian_naira
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Saudi_Arabia', 0.6007301807403564), ('UAE', 0.5972859859466553), ('Bahrain', 0.5966631174087524)] Qatari_riyal
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Saudi_riyal', 0.7705687284469604), ('Saudi_Arabia', 0.6352880597114563), ('Saudi', 0.5897130966186523)] Saudi_riyal
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Somali_shilling', 0.7092757225036621), ('Ethiopia', 0.5349136590957642), ('Somalia', 0.521853506565094)] Somali_shilling
[('Euro', 0.7817965745925903), ('Euro####', 0.6088066697120667), ('Germany', 0.6002873182296753)] Euro
[('Swedish_krona', 0.8297884464263916), ('Sweden', 0.5990351438522339), ('Finland', 0.5472147464752197)] Swedish_krona
[('Swiss_franc', 0.8640176057815552), ('Swiss_Franc', 0.6226195096969604), ('franc', 0.6011134386062622)] Swiss_franc
[('Tajikistan', 0.4902462363243103), ('Uzbekistan', 0.46544477343559265), ('Somoni', 0.4593057632446289)] Somoni
[('Kenya', 0.5435119867324829), ('Tanzania', 0.5332196354866028), ('Uganda', 0.5228466987609863)] Tanzanian_shilling
[('CFA_franc', 0.8149304389953613), ('Senegal', 0.5203372836112976), ('CEMAC', 0.5180488228797913)] CFA_franc
[('Turkish_lira', 0.8342922925949097), ('Turkey', 0.6445084810256958), ('lira', 0.6396592855453491)] Turkish_lira
[('Ukraine', 0.5472168326377869), ('Russia', 0.5249875783920288), ('Moldova', 0.4997192621231079)] Ukrainian_hryvnia
[('Yemen', 0.4387974739074707), ('Peru', 0.4155048727989197), ('Egypt', 0.4143889546394348)] Yemeni_rial
[('Zambia', 0.5860227346420288), ('Zambian_kwacha', 0.565123438835144), ('Tanzania', 0.5449216365814209)] Zambian_kwacha
[('Armenia', 0.5700467824935913), ('Azerbaijan', 0.5557006001472473), ('Ukraine', 0.5258309841156006)] Armenian_dram
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Azerbaijan', 0.5509180426597595), ('Germany', 0.537045955657959), ('Austria', 0.5312369465827942)] Bulgarian_lev
[('Chilean_peso', 0.8891656994819641), ('Chile_peso', 0.6098041534423828), ('Colombian_peso', 0.60411137342453)] Chilean_peso
[('Renminbi', 0.9031764268875122), ('Renminbi_RMB', 0.6041123270988464), ('renminbi', 0.5987010598182678)] Renminbi
[('Colombian_peso', 0.8716838955879211), ('Chile_peso', 0.6067623496055603), ('Chilean_peso', 0.5865786671638489)] Colombian_peso
[('Czech_koruna', 0.8403072357177734), ('EUR_CZK', 0.546837329864502), ('Polish_zloty', 0.5443412065505981)] Czech_koruna
[('Ethiopia', 0.514604926109314), ('Yemen', 0.460951566696167), ('Eritrea', 0.4586073160171509)] Ethiopian_birr
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Hungarian_forint', 0.8755573034286499), ('Polish_zloty', 0.5847914218902588), ('Czech_koruna', 0.5730530023574829)] Hungarian_forint
[('Lao_kip', 0.48756667971611023), ('Laos', 0.4356367588043213), ('Vietnam', 0.4019821882247925)] Lao_kip
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Libyan_dinar', 0.681920051574707), ('Yemen', 0.49458450078964233), ('tents_blankets_tarpaulins', 0.4544828534126282)] Libyan_dinar
[('Malaysian_ringgit', 0.852925181388855), ('ringgit', 0.6180704832077026), ('Malaysia', 0.6163350343704224)] Malaysian_ringgit
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Nigerian_naira', 0.6810024380683899), ('Nigeria', 0.654793381690979), ('Ghana', 0.5481913089752197)] Nigerian_naira
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Saudi_Arabia', 0.6424238681793213), ('Qatar', 0.6280578970909119), ('UAE', 0.6170169115066528)] Qatari_riyal
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Saudi_riyal', 0.7879655361175537), ('Saudi_Arabia', 0.6531375646591187), ('Saudi', 0.6056333184242249)] Saudi_riyal
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Somali_shilling', 0.7085251212120056), ('Ethiopia', 0.5459243655204773), ('Somalia', 0.5182886123657227)] Somali_shilling
[('Euro', 0.8009925484657288), ('Euro####', 0.6200882196426392), ('Croatia', 0.618318498134613)] Euro
[('Swedish_krona', 0.843644380569458), ('Sweden', 0.6181938648223877), ('Finland', 0.5808984041213989)] Swedish_krona
[('Swiss_franc', 0.8750138282775879), ('Swiss_Franc', 0.6366214752197266), ('franc', 0.6084845066070557)] Swiss_franc
[('Tajikistan', 0.50992751121521), ('Uzbekistan', 0.5001369714736938), ('Somoni', 0.4914510250091553)] Somoni
[('Tanzania', 0.5559796094894409), ('Kenya', 0.5444008708000183), ('Uganda', 0.5199069976806641)] Tanzanian_shilling
[('CFA_franc', 0.8255191445350647), ('Senegal', 0.546680748462677), ('Gabon', 0.529017448425293)] CFA_franc
[('Turkish_lira', 0.8472980260848999), ('Turkey', 0.6733270883560181), ('lira', 0.6497960090637207)] Turkish_lira
[('Ukraine', 0.5996695756912231), ('Russia', 0.577222466468811), ('Azerbaijan', 0.571775496006012)] Ukrainian_hryvnia
[('Yemen', 0.4551350772380829), ('Saudi_Arabia', 0.4416290521621704), ('Iran', 0.43586811423301697)] Yemeni_rial
[('Zambia', 0.5873706936836243), ('Tanzania', 0.5691183805465698), ('Zambian_kwacha', 0.5635571479797363)] Zambian_kwacha
[('Armenia', 0.6283102035522461), ('Azerbaijan', 0.6229126453399658), ('Serbia', 0.6039745211601257)] Armenian_dram
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Serbia', 0.6266084909439087), ('Albania', 0.6117222309112549), ('Cyprus', 0.6003265380859375)] Bulgarian_lev
[('Chilean_peso', 0.8838832974433899), ('Chile_peso', 0.623967170715332), ('Colombian_peso', 0.6239028573036194)] Chilean_peso
[('Renminbi', 0.9009033441543579), ('renminbi', 0.621981680393219), ('Renminbi_RMB', 0.6095683574676514)] Renminbi
[('Colombian_peso', 0.8663509488105774), ('Chile_peso', 0.6076376438140869), ('peso', 0.591160774230957)] Colombian_peso
[('Czech_koruna', 0.8375030755996704), ('Polish_zloty', 0.5576942563056946), ('koruna', 0.5517633557319641)] Czech_koruna
[('Ethiopia', 0.5403956174850464), ('Eritrea', 0.5189123153686523), ('Yemen', 0.47741276025772095)] Ethiopian_birr
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Hungarian_forint', 0.871100664138794), ('Polish_zloty', 0.5932713747024536), ('forint', 0.5871750116348267)] Hungarian_forint
[('Lao_kip', 0.5236842632293701), ('Laos', 0.4716666638851166), ('Albania', 0.46621376276016235)] Lao_kip
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Libyan_dinar', 0.6909884214401245), ('Yemen', 0.5016279220581055), ('Albania', 0.4624100923538208)] Libyan_dinar
[('Malaysian_ringgit', 0.8498954176902771), ('ringgit', 0.6537303924560547), ('Malaysia', 0.6017047166824341)] Malaysian_ringgit
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Nigerian_naira', 0.6946766376495361), ('Nigeria', 0.657709538936615), ('Benin', 0.5642708539962769)] Nigerian_naira
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Qatar', 0.6223915815353394), ('UAE', 0.6021656394004822), ('Qatari_riyal', 0.6013518571853638)] Qatari_riyal
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Saudi_riyal', 0.7895265221595764), ('Saudi_Arabia', 0.6077557802200317), ('Saudi', 0.5788277387619019)] Saudi_riyal
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Somali_shilling', 0.72301185131073), ('Somalia', 0.5550757050514221), ('Ethiopia', 0.5437842011451721)] Somali_shilling
[('Euro', 0.7940577268600464), ('Croatia', 0.7020061016082764), ('Slovenia', 0.6673184633255005)] Euro
[('Swedish_krona', 0.8395378589630127), ('Sweden', 0.6128380298614502), ('Finland', 0.5780980587005615)] Swedish_krona
[('Swiss_franc', 0.8704898357391357), ('Swiss_Franc', 0.6358940601348877), ('franc', 0.6219742298126221)] Swiss_franc
[('Tajikistan', 0.5536425709724426), ('Uzbekistan', 0.5507661700248718), ('Somoni', 0.5207538604736328)] Somoni
[('Serbia', 0.5688368082046509), ('Tanzania', 0.5493168234825134), ('Eritrea', 0.5488726496696472)] Tanzanian_shilling
[('CFA_franc', 0.8261805772781372), ('Senegal', 0.5522142648696899), ('CEMAC', 0.5376021265983582)] CFA_franc
[('Turkish_lira', 0.8447672128677368), ('lira', 0.6718281507492065), ('Turkey', 0.6668682098388672)] Turkish_lira
[('Serbia', 0.6456480622291565), ('Ukraine', 0.6322050094604492), ('Azerbaijan', 0.6262633204460144)] Ukrainian_hryvnia
[('Serbia', 0.5004962086677551), ('Albania', 0.4873177111148834), ('Yemen', 0.47428807616233826)] Yemeni_rial
[('Zambia', 0.6072144508361816), ('Zambian_kwacha', 0.5846977829933167), ('Tanzania', 0.5590799450874329)] Zambian_kwacha
[('Armenia', 0.624915599822998), ('Azerbaijan', 0.6120572090148926), ('Moldova', 0.586491584777832)] Armenian_dram
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Estonia', 0.608940064907074), ('Latvia', 0.5915571451187134), ('Azerbaijan', 0.5893359780311584)] Bulgarian_lev
[('Chilean_peso', 0.8785236477851868), ('Colombian_peso', 0.6154868602752686), ('Chile_peso', 0.6121466755867004)] Chilean_peso
[('Renminbi', 0.8971281051635742), ('renminbi', 0.6109027862548828), ('Renminbi_RMB', 0.6085929870605469)] Renminbi
[('Colombian_peso', 0.860741376876831), ('Chile_peso', 0.6013516187667847), ('Chilean_peso', 0.5805381536483765)] Colombian_peso
[('Czech_koruna', 0.8311589360237122), ('Czech_Republic', 0.5541673898696899), ('Polish_zloty', 0.5480661392211914)] Czech_koruna
[('Ethiopia', 0.5169486999511719), ('Eritrea', 0.5047001242637634), ('Moldova', 0.4648142158985138)] Ethiopian_birr
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Hungarian_forint', 0.8661807775497437), ('Polish_zloty', 0.5781722068786621), ('Romanian_leu', 0.5718746781349182)] Hungarian_forint
[('Lao_kip', 0.5069841146469116), ('Laos', 0.46448224782943726), ('Albania', 0.4449648857116699)] Lao_kip
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Libyan_dinar', 0.6776851415634155), ('Yemen', 0.47482070326805115), ('Azerbaijan', 0.45476144552230835)] Libyan_dinar
[('Malaysian_ringgit', 0.8442431688308716), ('ringgit', 0.6308863162994385), ('Malaysia', 0.5844043493270874)] Malaysian_ringgit
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Nigerian_naira', 0.6849155426025391), ('Nigeria', 0.6565125584602356), ('Ghana', 0.5734010934829712)] Nigerian_naira
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Oman', 0.595450758934021), ('Qatar', 0.5870891809463501), ('Qatari_riyal', 0.5775166749954224)] Qatari_riyal
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Saudi_riyal', 0.7784782648086548), ('Saudi_Arabia', 0.5930500626564026), ('Saudi', 0.5598843097686768)] Saudi_riyal
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Somali_shilling', 0.7067939043045044), ('Ethiopia', 0.5337196588516235), ('Somalia', 0.5321837663650513)] Somali_shilling
[('Euro', 0.7796396017074585), ('Croatia', 0.7110694646835327), ('Estonia', 0.6965817213058472)] Euro
[('Swedish_krona', 0.8361281156539917), ('Sweden', 0.6225745677947998), ('Finland', 0.586858332157135)] Swedish_krona
